categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-bcel,cfbd46ac5bfbb669776e9403375a581fc4d4e8bd,bad2013536c318ef13b48443c1ed08c60fa8ccad,src/main/java/org/apache/commons/bcel6/Constants.java,1954,1954,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,src/main/java/org/apache/commons/bcel6/Constants.java,NO_METHOD,ATTRIBUTE_NAMES,fixed,Public Class,org.apache.commons.bcel6.Constants,main\java\org\apache\commons\bcel6\Constants.java,1.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,1.0,2.0,0.0,10.0,-1,14.0,384.0,-1,-1,-1,1.0,0.0,15.0,27.0,0.0,1.0,0.0,14.0,-1,2033.0,112.0,747.0,718.0,644.0,1365.0,-1,-1,-1,398.0,414.0,400.0,14.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,1.83,15.0,15.0,15.0,15.0
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-bcel,cfbd46ac5bfbb669776e9403375a581fc4d4e8bd,bad2013536c318ef13b48443c1ed08c60fa8ccad,src/main/java/org/apache/commons/bcel6/Constants.java,1992,1992,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,src/main/java/org/apache/commons/bcel6/Constants.java,NO_METHOD,ITEM_NAMES,fixed,Public Class,org.apache.commons.bcel6.Constants,main\java\org\apache\commons\bcel6\Constants.java,1.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,1.0,2.0,0.0,10.0,-1,14.0,384.0,-1,-1,-1,1.0,0.0,15.0,27.0,0.0,1.0,0.0,14.0,-1,2033.0,112.0,747.0,718.0,644.0,1365.0,-1,-1,-1,398.0,414.0,400.0,14.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,1.83,15.0,15.0,15.0,15.0
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-bcel,8cabe905c650f99cbffb6c0ed77dc0c34ca4d4f0,fa271c5d7ed94dd1d9ef31c52f32d1746d5636dc,src/main/java/org/apache/bcel/generic/InstructionComparator.java,53,53,ea02c4535f73104f1eee16a175d669730b0b603b,src/main/java/org/apache/bcel/generic/InstructionComparator.java,equals(Lorg/apache/bcel/generic/Instruction;Lorg/apache/bcel/generic/Instruction;)Z,NO_FIELD,fixed,Public Method,"org.apache.bcel.classfile.Constant.(Anon_1).equals(Object,Object)",main\java\org\apache\bcel\classfile\Constant.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,5.0,0.0,5.0,2.0,4.0,0.0,3.0,1.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-bcel,8cabe905c650f99cbffb6c0ed77dc0c34ca4d4f0,f1b16c36f6c1bd1ef6e27b227c5fdf7479107a0f,src/main/java/org/apache/bcel/classfile/StackMapEntry.java,357,357,7e5355a1eb85940ada6a6bf81258dc9c23211f56,src/main/java/org/apache/bcel/classfile/StackMapEntry.java,getTypesOfLocals()[Lorg/apache/bcel/classfile/StackMapType;,types_of_locals,fixed,Public Method,org.apache.bcel.classfile.StackMapEntry.getTypesOfLocals(),main\java\org\apache\bcel\classfile\StackMapEntry.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
BAD_PRACTICE,CN_IDIOM_NO_SUPER_CALL,2,16,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,676ca076e0556f0302096966eaa3a8186e65140f,src/main/java/org/apache/commons/bcel6/verifier/structurals/OperandStack.java,66,70,ff173e0c073f1ee2e16333d3a1eb899303e33ec1,src/main/java/org/apache/commons/bcel6/verifier/structurals/OperandStack.java,clone()Ljava/lang/Object;,NO_FIELD,fixed,Public Method,Mini.Environment.clone(),examples\Mini\Environment.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,20.0,4.0,9.0,2.0,5.0,8.0,3.0,3.0,0.0,5.0,8.0,3.0,5.0,3.0,3.0,3.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.89,3.0,3.0,3.0,1.0
MALICIOUS_CODE,MS_MUTABLE_ARRAY,1,16,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,1123baa3bbe3ac4f8ad89ad803893b1997fa70f3,src/main/java/org/apache/commons/bcel6/Constants.java,1821,1821,cfbd46ac5bfbb669776e9403375a581fc4d4e8bd,src/main/java/org/apache/commons/bcel6/Constants.java,NO_METHOD,ATTRIBUTE_NAMES,fixed,Public Class,org.apache.commons.bcel6.Constants,main\java\org\apache\commons\bcel6\Constants.java,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,-1,0.0,382.0,-1,-1,-1,1.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,-1,1839.0,93.0,689.0,688.0,628.0,1248.0,-1,-1,-1,382.0,384.0,384.0,0.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,1.81,1.0,1.0,1.0,1.0
DODGY_CODE,SA_FIELD_DOUBLE_ASSIGNMENT,2,17,commons-bcel,8a127b81963d28a06bc438c47dd551f860ee8055,8a127b81963d28a06bc438c47dd551f860ee8055,src/main/java/org/apache/commons/bcel6/classfile/BootstrapMethod.java,75,75,26b8224b8bd46a3a56d424ae8b9716c495e597d4,src/main/java/org/apache/commons/bcel6/classfile/BootstrapMethod.java,<init>(II[I)V,bootstrap_arguments,fixed,Public Class,org.apache.commons.bcel6.classfile.BootstrapMethod,main\java\org\apache\commons\bcel6\classfile\BootstrapMethod.java,1.0,1.0,1.0,1.0,9.0,0.0,5.0,3.0,2.0,11.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,12.0,2.0,12.0,24.0,1.0,0.0,0.0,11.0,-1,141.0,17.0,68.0,19.0,33.0,56.0,-1,-1,-1,32.0,51.0,21.0,30.0,-1,-1,-1,-1,-1,3.0,3.0,3.0,1.0,-1,1.0,2.0,-1,41.0,29.0,0.82,17.0,17.0,17.0,12.0
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-bcel,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,src/main/java/org/apache/commons/bcel6/Const.java,349,349,04c041211cdc102ec44ca098a7e7ddfee27a0ce8,src/main/java/org/apache/commons/bcel6/Const.java,NO_METHOD,CONSTANT_NAMES,fixed,Public Class,org.apache.commons.bcel6.Const,main\java\org\apache\commons\bcel6\Const.java,1.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,1.0,5.0,0.0,0.0,-1,14.0,384.0,-1,-1,-1,1.0,0.0,15.0,27.0,0.0,1.0,0.0,14.0,-1,2040.0,114.0,747.0,718.0,644.0,1370.0,-1,-1,-1,398.0,414.0,400.0,14.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,1.83,15.0,15.0,15.0,15.0
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-bcel,8cabe905c650f99cbffb6c0ed77dc0c34ca4d4f0,f1b16c36f6c1bd1ef6e27b227c5fdf7479107a0f,src/main/java/org/apache/bcel/classfile/ConstantPool.java,272,272,7e5355a1eb85940ada6a6bf81258dc9c23211f56,src/main/java/org/apache/bcel/classfile/ConstantPool.java,getConstantPool()[Lorg/apache/bcel/classfile/Constant;,constant_pool,fixed,Public Method,org.apache.bcel.classfile.AnnotationEntry.getConstantPool(),main\java\org\apache\bcel\classfile\AnnotationEntry.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
MALICIOUS_CODE,MS_OOI_PKGPROTECT,3,20,commons-bcel,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,b28fbd424e28c146ca756a3faf694d7fe6d4ba0b,src/main/java/org/apache/commons/bcel6/Constants.java,1794,1794,3251bce2d463c4ba51fc24c04904a8e3ac886c3b,src/main/java/org/apache/commons/bcel6/Constants.java,NO_METHOD,METHODHANDLE_NAMES,fixed,File,examples\Mini\MiniParserConstants.java,examples\Mini\MiniParserConstants.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,1.0,0.0,0.0,0.0,-1,0.0,0.0,32.0,0.0,-1,0.0,0.0,0.0,0.0,-1,102.0,5.0,79.0,78.0,74.0,18.0,-1,-1,-1,33.0,34.0,34.0,0.0,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1,-1,-1,0.23,0.0,0.0,0.0,0.0
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-bcel,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,src/main/java/org/apache/commons/bcel6/Const.java,1859,1859,04c041211cdc102ec44ca098a7e7ddfee27a0ce8,src/main/java/org/apache/commons/bcel6/Const.java,NO_METHOD,PRODUCE_STACK,fixed,Public Class,org.apache.commons.bcel6.Const,main\java\org\apache\commons\bcel6\Const.java,1.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,1.0,5.0,0.0,0.0,-1,14.0,384.0,-1,-1,-1,1.0,0.0,15.0,27.0,0.0,1.0,0.0,14.0,-1,2040.0,114.0,747.0,718.0,644.0,1370.0,-1,-1,-1,398.0,414.0,400.0,14.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,1.83,15.0,15.0,15.0,15.0
MALICIOUS_CODE,MS_MUTABLE_ARRAY,1,16,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,cfbd46ac5bfbb669776e9403375a581fc4d4e8bd,src/main/java/org/apache/commons/bcel6/Constants.java,375,375,b6896e3a9584748df32a5ff2a3795bc557c2c904,src/main/java/org/apache/commons/bcel6/Constants.java,NO_METHOD,INTERFACES_IMPLEMENTED_BY_ARRAYS,fixed,Public Class,org.apache.commons.bcel6.Constants,main\java\org\apache\commons\bcel6\Constants.java,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,-1,0.0,382.0,-1,-1,-1,1.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,-1,1839.0,93.0,689.0,688.0,628.0,1248.0,-1,-1,-1,382.0,384.0,384.0,0.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,1.81,1.0,1.0,1.0,1.0
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-bcel,676ca076e0556f0302096966eaa3a8186e65140f,c06fa14c5e96ee1114e701cb522bc84e0e1a1a91,src/main/java/org/apache/commons/bcel6/generic/InstructionComparator.java,51,51,80ed7676093c6ee19c271fd9414d360b6a8d1712,src/main/java/org/apache/commons/bcel6/generic/InstructionComparator.java,equals(Lorg/apache/commons/bcel6/generic/Instruction;Lorg/apache/commons/bcel6/generic/Instruction;)Z,NO_FIELD,fixed,Public Method,"org.apache.commons.bcel6.classfile.Constant.(Anon_1).equals(Object,Object)",main\java\org\apache\commons\bcel6\classfile\Constant.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,5.0,0.0,5.0,2.0,4.0,0.0,3.0,1.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-bcel,8cabe905c650f99cbffb6c0ed77dc0c34ca4d4f0,f1b16c36f6c1bd1ef6e27b227c5fdf7479107a0f,src/main/java/org/apache/bcel/classfile/ConstantPool.java,341,341,7e5355a1eb85940ada6a6bf81258dc9c23211f56,src/main/java/org/apache/bcel/classfile/ConstantPool.java,setConstantPool([Lorg/apache/bcel/classfile/Constant;)V,constant_pool,fixed,Public Method,org.apache.bcel.classfile.Attribute.setConstantPool(ConstantPool),main\java\org\apache\bcel\classfile\Attribute.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.0,8.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,1.0,1.0,1.0,1.0,1.0
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-bcel,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,02f53e4fa6ec7fa339c8c9273183669d7f5928c9,src/main/java/org/apache/commons/bcel6/Const.java,384,384,04c041211cdc102ec44ca098a7e7ddfee27a0ce8,src/main/java/org/apache/commons/bcel6/Const.java,NO_METHOD,INTERFACES_IMPLEMENTED_BY_ARRAYS,fixed,Public Class,org.apache.commons.bcel6.Const,main\java\org\apache\commons\bcel6\Const.java,1.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,1.0,5.0,0.0,0.0,-1,14.0,384.0,-1,-1,-1,1.0,0.0,15.0,27.0,0.0,1.0,0.0,14.0,-1,2040.0,114.0,747.0,718.0,644.0,1370.0,-1,-1,-1,398.0,414.0,400.0,14.0,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,-1,1.0,0.0,-1,0.0,0.0,1.83,15.0,15.0,15.0,15.0
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-bcel,8cabe905c650f99cbffb6c0ed77dc0c34ca4d4f0,f1b16c36f6c1bd1ef6e27b227c5fdf7479107a0f,src/main/java/org/apache/bcel/classfile/BootstrapMethods.java,87,87,7e5355a1eb85940ada6a6bf81258dc9c23211f56,src/main/java/org/apache/bcel/classfile/BootstrapMethods.java,setBootstrapMethods([Lorg/apache/bcel/classfile/BootstrapMethod;)V,bootstrap_methods,fixed,Public Method,org.apache.bcel.classfile.BootstrapMethods.setBootstrapMethods(BootstrapMethod[]),main\java\org\apache\bcel\classfile\BootstrapMethods.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,6.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,1.0,1.0,1.0,1.0,1.0
