I,DM_DEFAULT_ENCODING,1,19,commons-configuration,98e189186f6a0a2b684911f162f0c8ec98a81c8d,33c47a0038324892446de0cc2ebd58575217a7dc,src/test/java/org/apache/commons/configuration2/reloading/TestVFSFileHandlerReloadingDetector.java,63,63,66b4f4eb73b276d041debaad80af3074ccb359bd,src/test/java/org/apache/commons/configuration2/reloading/TestVFSFileHandlerReloadingDetector.java,writeTestFile(Ljava/io/File;Ljava/lang/String;)V,NO_FIELD,fixed
P,DM_FP_NUMBER_CTOR,3,20,commons-configuration,98e189186f6a0a2b684911f162f0c8ec98a81c8d,799ca303058cce9e7c28e857896568f5dcde5706,src/test/java/org/apache/commons/configuration2/TestBaseConfiguration.java,456,456,94691c7bb045545a3cc5ec7744d50dc69eae8456,src/test/java/org/apache/commons/configuration2/TestBaseConfiguration.java,testGetInterpolatedPrimitives()V,NO_FIELD,fixed
D,REC_CATCH_EXCEPTION,3,20,commons-configuration,e8f7638f870ab6f86b57feaf6ad157b76bab1d69,a70e64f79dc18ff816158c3c2ebdfb4cfb17de68,src/java/org/apache/commons/configuration/resolver/CatalogResolver.java,166,166,37d3eb581cd981b12e0b0a04010d0e37d75d7029,src/java/org/apache/commons/configuration/resolver/CatalogResolver.java,resolveEntity(Ljava/lang/String;Ljava/lang/String;)Lorg/xml/sax/InputSource;,NO_FIELD,fixed
D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,commons-configuration,04abfcc75a5c76be18c8f8174193904fbe1852e7,33c47a0038324892446de0cc2ebd58575217a7dc,src/test/java/org/apache/commons/configuration2/reloading/TestPeriodicReloadingTrigger.java,109,109,66b4f4eb73b276d041debaad80af3074ccb359bd,src/test/java/org/apache/commons/configuration2/reloading/TestPeriodicReloadingTrigger.java,expectSchedule(Ljava/util/concurrent/ScheduledFuture;)V,executor,fixed
P,SIC_INNER_SHOULD_BE_STATIC_ANON,3,20,commons-configuration,a3533f91fc22d286131cf475de6bdad498a3c8d3,88c71f516ee5a3ee03e1eddd4e954d1356be6570,src/main/java/org/apache/commons/configuration2/tree/InMemoryNodeModel.java,474,503,63bb3e88d13e6447f64bac47fcfd71b60c5a4c3e,src/main/java/org/apache/commons/configuration2/tree/InMemoryNodeModel.java,NO_METHOD,NO_FIELD,fixed
D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,commons-configuration,98e189186f6a0a2b684911f162f0c8ec98a81c8d,33c47a0038324892446de0cc2ebd58575217a7dc,src/test/java/org/apache/commons/configuration2/TestBaseConfigurationXMLReader.java,77,77,66b4f4eb73b276d041debaad80af3074ccb359bd,src/test/java/org/apache/commons/configuration2/TestBaseConfigurationXMLReader.java,testParseSAXException()V,configReader,fixed
I,DM_DEFAULT_ENCODING,1,19,commons-configuration,98e189186f6a0a2b684911f162f0c8ec98a81c8d,33c47a0038324892446de0cc2ebd58575217a7dc,src/test/java/org/apache/commons/configuration2/io/TestFileHandler.java,1087,1087,66b4f4eb73b276d041debaad80af3074ccb359bd,src/test/java/org/apache/commons/configuration2/io/TestFileHandler.java,testLoadInputStreamSupport()V,NO_FIELD,fixed
I,DM_DEFAULT_ENCODING,1,19,commons-configuration,a3533f91fc22d286131cf475de6bdad498a3c8d3,86c68c3a3f73a62e9a21d3f5cb692099d52f1fc4,src/main/java/org/apache/commons/configuration2/plist/XMLPropertyListConfiguration.java,412,412,997f50595fd7b2df1730c7d4f9a0332ae9aad9f6,src/main/java/org/apache/commons/configuration2/plist/XMLPropertyListConfiguration.java,printValue(Ljava/io/PrintWriter;ILjava/lang/Object;)V,NO_FIELD,fixed
P,DM_NUMBER_CTOR,2,18,commons-configuration,98e189186f6a0a2b684911f162f0c8ec98a81c8d,799ca303058cce9e7c28e857896568f5dcde5706,src/test/java/org/apache/commons/configuration2/TestBaseConfigurationXMLReader.java,69,69,94691c7bb045545a3cc5ec7744d50dc69eae8456,src/test/java/org/apache/commons/configuration2/TestBaseConfigurationXMLReader.java,setUp()V,NO_FIELD,fixed
B,OS_OPEN_STREAM_EXCEPTION_PATH,3,19,commons-configuration,66164f098d7cd8d4d4fc61f5e4bfc7b7ddb75fda,f11ef63eecca75a0fa0c4ceb6dbb253725b99e48,src/test/java/org/apache/commons/configuration2/TestDynamicCombinedConfiguration.java,202,202,5d1197ce7dbeceb0e574ba412b46b2c935e2e91c,src/test/java/org/apache/commons/configuration2/TestDynamicCombinedConfiguration.java,copyFile(Ljava/io/File;Ljava/io/File;)V,NO_FIELD,fixed
